description,category
"Vi siamo mancati? Il Piatto Pronto tornerà a brevissimo in una veste tutta nuova e piena di sorprese!
Venite a trovarci nel nostro nuovo locale, siediti e gusta le nostre specialità 😋 Quando? Seguici e lo scoprirai!

Chiamaci per ulteriori informazioni ai numeri 0806190283 o 3922286916 
Ti aspettiamo!🥳",['Commuters']
"Vi siamo mancati? Il Piatto Pronto tornerà a brevissimo in una veste tutta nuova e piena di sorprese!
Venite a trovarci nel nostro nuovo locale, siediti e gusta le nostre specialità 😋 Quando? Seguici e lo scoprirai!

Chiamaci per ulteriori informazioni ai numeri 0806190283 o 3922286916 
Ti aspettiamo!🥳",['Commuters']
test copy,"['Ideal customer', 'Offsite', 'The tourist']"
"Vi siamo mancati? Il Piatto Pronto tornerà a brevissimo in una veste tutta nuova e piena di sorprese!
Venite a trovarci nel nostro nuovo locale, siediti e gusta le nostre specialità 😋 Quando? Seguici e lo scoprirai!

Chiamaci per ulteriori informazioni ai numeri 0806190283 o 3922286916 
Ti aspettiamo!🥳",['Commuters']
"Vi siamo mancati? Il Piatto Pronto tornerà a brevissimo in una veste tutta nuova e piena di sorprese!
Venite a trovarci nel nostro nuovo locale, siediti e gusta le nostre specialità 😋 Quando? Seguici e lo scoprirai!

Chiamaci per ulteriori informazioni ai numeri 0806190283 o 3922286916 
Ti aspettiamo!🥳",['Commuters']
"💥Leggi quello che i nostri clienti dicono di noi!💛 
🔗Esplora i nostri fantastici pasti tramite il nostro menu online www.ristoranteassuntamadre.com 
Se hai bisogno di maggiori informazioni puoi contattarci su whatsapp 3738581652 ☎️ 
👤Scatta una foto e pubblicala sul nostro account Instagram paninitonini_📰 
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica
👉 A cena il martedì, mercoledì, giovedì e venerdì","['Ideal customer', 'Commuters', 'The tourist']"
"🌺Leggi le recensioni dei nostri clienti!🌸 
👉Visita il nostro sito www.ristoranteassuntamadre.com per maggiori informazioni 
Hai qualche domanda? Sentiti libero di chiamarci al 3738581652 📲 
💙Rimani aggiornato sulle nostre ultime novità attraverso la nostra pagina Facebook Panini Tonini e condividile con gli amici📰 
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica
👉 A cena il martedì, mercoledì, giovedì e venerdì","['Ideal customer', 'Commuters', 'The tourist']"
"💜Guarda cosa scrivono di noi.😍 
🌐Potete vedere il nostro menù qui www.ristoranteassuntamadre.com. 
Se hai bisogno di maggiori informazioni puoi contattarci su whatsapp 3738581652 ☎️ 
💓Scopri i dietro le quinte della nostra cucina sul nostro profilo Instagram paninitonini_ e sulla pagina Facebook Panini Tonini.📰 
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica
👉 A cena il martedì, mercoledì, giovedì e venerdì","['Ideal customer', 'Commuters', 'The tourist']"
"😍Leggi le recensioni dei nostri clienti!🌺 
👉Scopri di più attraverso il nostro sito www.ristoranteassuntamadre.com 
Hai qualche domanda? Sentiti libero di chiamarci al 3738581652 📲 
💜Scopri i dietro le quinte della nostra cucina sul nostro profilo Instagram paninitonini_ e sulla pagina Facebook Panini Tonini.💙 
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica
👉 A cena il martedì, mercoledì, giovedì e venerdì","['Ideal customer', 'Commuters', 'The tourist']"
"💞Guarda le recensioni che ci hanno lasciato i nostri clienti.💞
🌏Ti aspetto in Via Michele Cifarelli, 36, Bari
⏰None
Consulta il nostro menù www.ilpiattopronto.it, ordina direttamente dal nostro sito e ricevi il tuo delizioso pasto a casa!🔗
😍Il posto dei giovani! Esci con noi!😻 
➡️Consulta il nostro menù online www.ilpiattopronto.it. 
Contattaci per avere maggiori informazioni 3920541684 📲 
👤Scopri i dietro le quinte della nostra cucina sul nostro profilo Instagram il_piatto_prontobari e sulla pagina Facebook Il Piatto Pronto Bari.👤 
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì
👉 A cena tutti i giorni tranne il lunedì e domenica","['Commuters', 'The tourist']"
"💙Guarda le recensioni che ci hanno lasciato i nostri clienti.💜 
👉 👉Per maggiori informazioni: www.ilpiattopronto.it 
Hai bisogno di maggiori informazioni? Non aver paura di chiamarci al 3920541684 ☎️ 
👤Seguici sulle nostre pagine Instagram il_piatto_prontobari e Facebook Il Piatto Pronto Bari e scopri la storia dietro i nostri migliori piatti.💙 
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì
👉 A cena tutti i giorni tranne il lunedì e domenica","['Commuters', 'The tourist']"
"Scopri i nostri piatti 🍝 Vieni a trovarci nel nostro nuovo locale in Via Michele Cifarelli, 36, Bari 😉
🕒 Siamo aperti:
👉 a pranzo tutti i giorni 
👉 a cena tutti i giorni tranne il giovedì e la domenica

Prenota subito un tavolo chiamandoci al 0806190283 📞",['Commuters']
"💞Scopri cosa i nostri clienti scrivono di noi.😇 
🔎Che cosa state aspettando? Scopri il nostro menù online qui www.ristoranteassuntamadre.com! 
Contattaci per avere maggiori informazioni 3738581652 🔉 
💚Unisciti a noi sui nostri social per essere sempre aggiornato sulle nostre novità. Ci trovi su Instagram come paninitonini_ e Facebook come Panini Tonini.💛 
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica
👉 A cena il martedì, mercoledì, giovedì e venerdì","['Ideal customer', 'Commuters', 'The tourist']"
"💥Scopri la velocità e la comodità di prenotare un tavolo tramite la nostra app.😍
📌Siamo situati in Via Michele Cifarelli, 36, Bari
🔓None
Visualizza il nostro menù online, ordina dal sito, ricevi il tuo pasto a casa in totale relax. Visita www.ilpiattopronto.it ora.🚙
😇Usa il nostro sconto e goditi il nostro fantastico cibo mentre ti prendi una pausa dai tuoi studi😻 
👉Vedi maggiori dettagli: www.ilpiattopronto.it 
Chiamaci per saperne di più 3920541684 📞 
💛Seguici sui nostri social per rimanere sempre aggiornato sulle nostre novità. Ci trovi su Instagram 1728986127183313 e Facebook 102490727873254📰 
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì e domenica
👉 A cena tutti i giorni tranne il lunedì e domenica","['I Single', 'The Graduating Student', 'Commuters', 'The tourist']"
"💥Scopri la velocità e la comodità di prenotare un tavolo tramite la nostra app.😍
📌Siamo situati in Via Michele Cifarelli, 36, Bari
🔓None
Visualizza il nostro menù online, ordina dal sito, ricevi il tuo pasto a casa in totale relax. Visita www.ilpiattopronto.it ora.🚙
😇Usa il nostro sconto e goditi il nostro fantastico cibo mentre ti prendi una pausa dai tuoi studi😻 
👉Vedi maggiori dettagli: www.ilpiattopronto.it 
Chiamaci per saperne di più 3920541684 📞 
💛Seguici sui nostri social per rimanere sempre aggiornato sulle nostre novità. Ci trovi su Instagram 1728986127183313 e Facebook 102490727873254📰 
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì e domenica
👉 A cena tutti i giorni tranne il lunedì e domenica","['I Single', 'The Graduating Student', 'Commuters', 'The tourist']"
"🌺Leggi quello che i nostri clienti dicono di noi!💥 
🔗Scopri di più sul nostro www.ristoranteassuntamadre.com 
Se hai bisogno di maggiori informazioni puoi chiamarci al 3738581652 ☎️ 
👤Condividi il tuo amore per noi su Facebook. Tagga la nostra pagina 105991065633617 nei tuoi post.💛 
Vienici a trovare
👉 A pranzo il martedì, mercoledì, giovedì e venerdì
👉 A cena il martedì, mercoledì, giovedì e venerdì","['Commuters', 'The tourist']"
test copy,"['Ideal customer', 'The Vegetarian']"
"💙Scopri cosa dicono di noi!💞 
🌐Dai un'occhiata al nostro cibo, tramite il nostro menu online www.ristoranteassuntamadre.com 
Hai qualche domanda? Sentiti libero di chiamarci al 3738581652 📱 
💚Visita la nostra pagina Facebook 105991065633617 per saperne di più sui nostri piatti.👥 
Vienici a trovare
👉 A pranzo il martedì, mercoledì, giovedì e venerdì
👉 A cena il martedì, mercoledì, giovedì e venerdì",['Commuters']
"😎Scopri cosa i nostri clienti scrivono di noi.💜 
💻Consulta il nostro menù online www.ristoranteassuntamadre.com. 
Per più informazioni puoi chiamarci 3738581652 o contattarci via whatsapp 3738581652 📲 
💙Condividi il tuo amore per noi su Facebook. Tagga la nostra pagina 105991065633617 nei tuoi post.💚 
Vienici a trovare
👉 A pranzo il martedì, mercoledì, giovedì e venerdì
👉 A cena il martedì, mercoledì, giovedì e venerdì",['Commuters']
"🌸Scopri cosa i nostri clienti scrivono di noi.😇 
👉 👉Voglia di provare i nostri nuovi croissant? Accedi al nostro www.ristoranteassuntamadre.com 
Chiamaci per ulteriori informazioni. 3738581652 🔉 
👤Visita la nostra pagina Facebook 105991065633617 per saperne di più sui nostri piatti.💚 
Vienici a trovare
👉 A pranzo il martedì, mercoledì, giovedì e venerdì
👉 A cena il martedì, mercoledì, giovedì e venerdì",['Commuters']
